SK_ID_CURR,SK_ID_BUREAU,CREDIT_ACTIVE,CREDIT_CURRENCY,DAYS_CREDIT,CREDIT_DAY_OVERDUE,DAYS_CREDIT_ENDDATE,DAYS_ENDDATE_FACT,AMT_CREDIT_MAX_OVERDUE,CNT_CREDIT_PROLONG,AMT_CREDIT_SUM,AMT_CREDIT_SUM_DEBT,AMT_CREDIT_SUM_LIMIT,AMT_CREDIT_SUM_OVERDUE,CREDIT_TYPE,DAYS_CREDIT_UPDATE,AMT_ANNUITY
100039,5153446,Closed,currency 1,-557,0,-466.0,-466.0,,0,420867.0,0.0,,0.0,Car loan,-455,
100039,5153447,Closed,currency 1,-584,0,,-399.0,,0,4500.0,,,0.0,Consumer credit,-399,
100039,5153448,Closed,currency 1,-465,0,1256.0,-123.0,,0,0.0,0.0,,0.0,Credit card,-123,
100039,5153449,Sold,currency 1,-1206,0,-980.0,,,0,945000.0,0.0,,0.0,Car loan,-109,
100039,5153450,Active,currency 1,-90,0,641.0,,,0,675000.0,608319.0,,0.0,Consumer credit,-21,
100082,5479491,Closed,currency 1,-799,0,-781.0,-775.0,,0,380250.0,0.0,0.0,0.0,Consumer credit,-707,
100082,5479501,Closed,currency 1,-1423,0,403.0,-697.0,0.0,0,450000.0,,,0.0,Consumer credit,-697,
100082,5479507,Active,currency 1,-65,0,239.0,,0.0,0,71495.91,71495.91,0.0,0.0,Consumer credit,-56,
100008,6491433,Closed,currency 1,-1097,0,-853.0,-1028.0,,0,105705.0,0.0,0.0,0.0,Consumer credit,-1027,
100008,6491434,Active,currency 1,-78,0,471.0,,0.0,0,267606.0,240057.0,0.0,0.0,Consumer credit,-16,
100121,5158070,Closed,currency 1,-242,0,-60.0,-60.0,0.0,0,70571.115,0.0,0.0,0.0,Consumer credit,-54,
100037,6630331,Closed,currency 1,-2761,0,-2608.0,-2636.0,0.0,0,83362.5,0.0,0.0,0.0,Consumer credit,-2636,0.0
100115,5506318,Closed,currency 1,-2899,0,-2687.0,-2713.0,3420.0,0,18513.0,0.0,0.0,0.0,Consumer credit,-2713,
100126,6347957,Closed,currency 1,-257,0,1569.0,-80.0,,0,94500.0,0.0,0.0,0.0,Consumer credit,-17,
100126,6347959,Closed,currency 1,-1258,0,-1073.0,-1057.0,,0,57375.0,0.0,0.0,0.0,Consumer credit,-709,
100126,6347960,Active,currency 1,-80,0,1746.0,,,0,697500.0,685741.5,0.0,0.0,Consumer credit,-17,
100126,6347961,Closed,currency 1,-1257,0,-1073.0,-1087.0,,0,57375.0,0.0,,0.0,Consumer credit,-1069,
100062,6348204,Closed,currency 1,-306,0,273.0,-274.0,,0,127626.12,0.0,,0.0,Consumer credit,-270,
100035,5407251,Active,currency 1,-387,0,-152.0,,,0,225000.0,204709.5,0.0,0.0,Credit card,-58,
100075,5383475,Active,currency 1,-83,0,1013.0,,,0,112500.0,110259.0,0.0,0.0,Consumer credit,-39,
100089,6385171,Closed,currency 1,-599,0,-265.0,-265.0,9283.5,0,116545.5,0.0,0.0,0.0,Consumer credit,-261,
100022,6795607,Active,currency 1,-289,0,441.0,,,0,292500.0,205276.5,0.0,0.0,Consumer credit,-38,
100022,6795608,Active,currency 1,-385,0,1439.0,,0.0,0,765000.0,,,0.0,Consumer credit,-18,
100059,6798301,Closed,currency 1,-764,0,-522.0,-610.0,,0,87066.0,0.0,0.0,0.0,Consumer credit,-608,0.0
100059,6798302,Active,currency 1,-447,0,638.0,,,0,1624500.0,980784.0,,0.0,Car loan,-12,0.0
100059,6798303,Closed,currency 1,-194,0,-102.0,-102.0,0.0,0,75872.7,0.0,0.0,0.0,Consumer credit,-100,49986.0
100059,6798304,Closed,currency 1,-1343,0,-612.0,-642.0,17087.94,0,315000.0,0.0,0.0,0.0,Consumer credit,-642,0.0
100078,6520708,Closed,currency 1,-1338,0,489.0,-119.0,,0,310500.0,0.0,0.0,0.0,Consumer credit,-85,
100119,6522346,Closed,currency 1,-2700,0,-2395.0,-2374.0,,0,87430.5,,,0.0,Consumer credit,-2373,
100119,6522347,Closed,currency 1,-1052,0,-686.0,-686.0,5712.57,0,67500.0,0.0,0.0,0.0,Consumer credit,-686,
100119,6522348,Closed,currency 1,-721,0,-570.0,-570.0,0.0,0,57082.455,0.0,0.0,0.0,Consumer credit,-570,
100119,6522349,Closed,currency 1,-507,0,-143.0,-143.0,0.0,0,226130.67,0.0,0.0,0.0,Consumer credit,-143,
100119,6522351,Active,currency 1,-223,0,325.0,,3906.945,0,106257.375,72582.165,0.0,0.0,Consumer credit,-7,
100119,6522352,Active,currency 1,-79,0,347.0,,1335.33,0,152316.0,135324.0,0.0,0.0,Consumer credit,-16,
100029,5460403,Closed,currency 1,-1376,0,-1286.0,-1266.0,,0,24016.5,0.0,0.0,0.0,Consumer credit,-804,
100029,5460404,Closed,currency 1,-2806,0,1563.0,-2064.0,,0,3645000.0,,,0.0,Mortgage,-2064,
100029,5460405,Closed,currency 1,-1375,0,-1286.0,-1294.0,,0,24016.5,0.0,,0.0,Consumer credit,-1282,
100029,5460406,Active,currency 1,-110,0,,,,0,3735000.0,3682287.0,,0.0,Mortgage,-17,
100087,5665566,Active,currency 1,-80,0,-50.0,,,0,67500.0,0.0,0.0,0.0,Credit card,-53,
100087,5665569,Closed,currency 1,-731,0,,-644.0,0.0,0,0.0,0.0,0.0,0.0,Credit card,-407,
100087,5665570,Active,currency 1,-280,0,269.0,,10404.18,0,194715.0,118368.0,0.0,0.0,Consumer credit,-25,
100087,5665571,Active,currency 1,-15,0,531.0,,0.0,0,167380.515,167380.515,0.0,0.0,Consumer credit,-9,
100094,5676240,Closed,currency 1,-1049,0,-379.0,-530.0,0.0,0,4500.0,-0.405,4500.405,0.0,Credit card,-530,
100094,5676241,Active,currency 1,-472,0,1355.0,,0.0,0,90000.0,0.0,0.0,0.0,Credit card,-472,
100094,5676242,Active,currency 1,-246,0,850.0,,0.0,0,67500.0,67434.48,65.52,0.0,Credit card,-160,
100094,5676243,Active,currency 1,-342,0,754.0,,,0,693000.0,543901.5,0.0,0.0,Consumer credit,-13,
100084,6291458,Closed,currency 1,-2152,0,-1788.0,-991.0,,0,98100.0,,,0.0,Consumer credit,-988,0.0
100055,5827032,Closed,currency 1,-913,0,-792.0,-790.0,,0,48150.0,0.0,0.0,0.0,Consumer credit,-789,
100055,5827034,Closed,currency 1,-2202,0,-378.0,-370.0,,0,450000.0,0.0,0.0,0.0,Consumer credit,-367,
100055,5827035,Active,currency 1,-350,0,,,,0,103500.0,,,0.0,Credit card,-62,
100055,5827036,Active,currency 1,-350,0,746.0,,,0,669240.0,,,0.0,Consumer credit,-13,
100055,5827037,Active,currency 1,-1204,0,623.0,,,0,1370254.5,1210297.5,,0.0,Car loan,-13,
100055,5827038,Active,currency 1,-161,0,145.0,,0.0,0,66562.515,34140.555,0.0,0.0,Consumer credit,-13,
100086,5990279,Active,currency 1,-1364,0,-1182.0,,,0,100215.0,0.0,0.0,0.0,Consumer credit,-310,
100086,5990282,Active,currency 1,-218,0,511.0,,,0,276192.0,,,0.0,Consumer credit,-2,
100096,6238780,Closed,currency 1,-2922,0,-2610.0,-1647.0,,0,65610.0,,,0.0,Consumer credit,-1647,
100076,5471413,Active,currency 1,-121,0,,,,0,1350000.0,1321393.5,,0.0,Consumer credit,-20,61470.0
100076,5471414,Active,currency 1,-441,0,627.0,,49170.24,0,1811057.58,1159215.705,0.0,0.0,Car loan,-10,61470.0
100076,5471415,Active,currency 1,-171,0,912.0,,0.0,0,135000.0,130250.79,4749.21,0.0,Credit card,-10,61470.0
100015,5473348,Closed,currency 1,-1031,0,-666.0,-666.0,,0,94320.0,0.0,0.0,0.0,Consumer credit,-660,
100015,5473349,Closed,currency 1,-1409,0,-1045.0,-907.0,,0,131103.0,,,0.0,Consumer credit,-904,
100015,5473350,Closed,currency 1,-1032,0,-666.0,-641.0,,0,94320.0,,,0.0,Consumer credit,-638,
100015,5473351,Closed,currency 1,-319,0,-16.0,-8.0,,0,89752.5,,,0.0,Consumer credit,-3,
100071,5132447,Closed,currency 1,-2258,0,-1977.0,-1977.0,,0,126000.0,0.0,0.0,0.0,Consumer credit,-594,
100071,5132448,Closed,currency 1,-1592,0,-861.0,-861.0,,0,184500.0,0.0,0.0,0.0,Consumer credit,-593,
100071,5132449,Closed,currency 1,-1106,0,-740.0,-850.0,,0,144000.0,0.0,0.0,0.0,Consumer credit,-593,
100071,5132450,Closed,currency 1,-1421,0,-1056.0,-973.0,,0,143559.0,,,0.0,Consumer credit,-970,
100122,5955360,Active,currency 1,-281,0,27543.0,,,0,270000.0,0.0,0.0,0.0,Credit card,-57,
100003,5885877,Closed,currency 1,-2586,0,-2434.0,-2131.0,0.0,0,22248.0,0.0,0.0,0.0,Consumer credit,-2131,
100003,5885878,Closed,currency 1,-1636,0,-540.0,-540.0,0.0,0,112500.0,0.0,0.0,0.0,Credit card,-540,
100003,5885879,Closed,currency 1,-775,0,-420.0,-621.0,0.0,0,72652.5,0.0,0.0,0.0,Consumer credit,-550,
100003,5885880,Active,currency 1,-606,0,1216.0,,0.0,0,810000.0,0.0,810000.0,0.0,Credit card,-43,
100031,6187667,Active,currency 1,-180,0,,,,0,90000.0,,,0.0,Credit card,-9,
100059,6744278,Closed,currency 1,-449,0,-174.0,-174.0,,0,55030.5,0.0,0.0,0.0,Consumer credit,-171,0.0
100102,5604869,Closed,currency 1,-363,0,733.0,-210.0,,0,474300.0,0.0,0.0,0.0,Consumer credit,-159,
100102,5604870,Active,currency 1,-331,0,216.0,,,0,140584.5,65479.5,0.0,0.0,Consumer credit,-16,
100102,5604871,Active,currency 1,-211,0,1615.0,,,0,666000.0,628834.5,0.0,0.0,Consumer credit,-44,
100102,5604872,Closed,currency 1,-1554,0,,-719.0,0.0,0,0.0,0.0,0.0,0.0,Credit card,-336,
100102,5604873,Closed,currency 1,-1030,0,644.0,-359.0,0.0,0,192348.0,0.0,0.0,0.0,Consumer credit,-314,
100025,6187585,Active,currency 1,-700,0,1124.0,,,0,2452500.0,1886544.0,0.0,0.0,Consumer credit,-49,
100031,6187661,Closed,currency 1,-1365,0,-269.0,-991.0,,0,573358.5,0.0,,0.0,Consumer credit,-989,
100031,6187662,Closed,currency 1,-992,0,469.0,-499.0,,0,1125000.0,1125000.0,,0.0,Consumer credit,-499,
100031,6187663,Closed,currency 1,-501,0,960.0,-233.0,,0,1350000.0,,,0.0,Consumer credit,-211,
100031,6187664,Closed,currency 1,-203,0,162.0,-73.0,,0,171013.5,,,0.0,Consumer credit,-72,
100031,6187665,Active,currency 1,-741,0,,,,0,112500.0,,,0.0,Credit card,-72,
100031,6187666,Active,currency 1,-75,0,1021.0,,,0,548779.5,,,0.0,Consumer credit,-12,
100070,5524299,Active,currency 1,-1366,0,837.0,,,0,630000.0,545202.0,0.0,0.0,Credit card,-6,
100070,5524300,Closed,currency 1,-2350,0,-1255.0,-1665.0,,0,2025000.0,0.0,,0.0,Consumer credit,-1628,
100070,5524301,Closed,currency 1,-1666,0,-570.0,-1252.0,,0,2025000.0,0.0,,0.0,Consumer credit,-1243,
100070,5524302,Closed,currency 1,-1252,0,-156.0,-460.0,,0,2025000.0,0.0,,0.0,Consumer credit,-452,
100070,5524303,Active,currency 1,-299,0,797.0,,,0,1800000.0,1450858.5,,0.0,Consumer credit,-4,
100070,5524304,Active,currency 1,-2206,0,1103.0,,,0,253800.0,253575.0,,0.0,Credit card,-4,
100048,5295749,Closed,currency 1,-75,0,-66.0,-66.0,0.0,0,22905.0,0.0,0.0,0.0,Microloan,-61,
100064,6612298,Active,currency 1,-509,0,221.0,,,0,94500.0,34951.5,0.0,0.0,Consumer credit,-21,4653.0
100064,6612299,Active,currency 1,-339,0,-141.0,,,0,67500.0,60462.0,0.0,0.0,Credit card,-172,
100016,5217354,Active,currency 1,-262,0,845.0,,,0,67500.0,0.0,0.0,0.0,Credit card,-46,
100122,5955361,Active,currency 1,-545,0,1641.0,,,0,180000.0,,,0.0,Credit card,-16,
100122,5955362,Active,currency 1,-281,0,27543.0,,0.0,0,180000.0,0.0,180000.0,0.0,Credit card,-25,
100080,6620394,Closed,currency 1,-1802,0,-1651.0,-1652.0,,0,30150.0,0.0,0.0,0.0,Consumer credit,-1516,
100116,6403261,Closed,currency 1,-1273,0,-1179.0,-1179.0,,0,44455.5,0.0,,0.0,Consumer credit,-1173,
100009,5650996,Closed,currency 1,-684,0,-313.0,-313.0,,0,61965.0,0.0,0.0,0.0,Consumer credit,-283,
100009,5650997,Closed,currency 1,-782,0,1044.0,-415.0,,0,351000.0,0.0,0.0,0.0,Consumer credit,-375,
100009,5650998,Closed,currency 1,-1428,0,-1245.0,-1244.0,,0,93465.0,0.0,0.0,0.0,Consumer credit,-782,
100009,5650999,Closed,currency 1,-1241,0,-1056.0,-1055.0,,0,37710.0,0.0,0.0,0.0,Consumer credit,-1055,
100009,5651000,Closed,currency 1,-1686,0,139.0,-819.0,,0,1777500.0,0.0,0.0,0.0,Consumer credit,-591,
100009,5651002,Closed,currency 1,-1765,0,-1581.0,-1580.0,,0,66825.0,0.0,0.0,0.0,Consumer credit,-1549,
100009,5651003,Active,currency 1,-239,0,-209.0,,,0,337500.0,326628.0,0.0,0.0,Credit card,-86,
100009,5651004,Active,currency 1,-424,0,1402.0,,,0,642861.0,557959.5,0.0,0.0,Consumer credit,-27,
100009,5651005,Closed,currency 1,-2882,0,-2152.0,-2152.0,,0,247500.0,,,0.0,Consumer credit,-2152,
100009,5651006,Closed,currency 1,-1427,0,-1245.0,-1245.0,,0,93465.0,0.0,,0.0,Consumer credit,-1127,
100009,5651007,Closed,currency 1,-1879,0,-1699.0,-986.0,,0,97978.5,,,0.0,Consumer credit,-983,
100009,5651009,Active,currency 1,-1293,0,,,,0,187200.0,0.0,,0.0,Credit card,-847,
100009,5651010,Active,currency 1,-411,0,,,,0,360000.0,192762.0,,0.0,Consumer credit,-23,
100009,5651011,Closed,currency 1,-2018,0,-1774.0,-1774.0,0.0,0,35770.5,0.0,0.0,0.0,Consumer credit,-1518,
100009,5651012,Closed,currency 1,-1609,0,-1517.0,-1517.0,0.0,0,100665.0,0.0,0.0,0.0,Consumer credit,-1517,
100009,5651013,Closed,currency 1,-1133,0,-951.0,-951.0,0.0,0,83952.0,,,0.0,Consumer credit,-949,
100009,5651014,Closed,currency 1,-727,0,-482.0,-482.0,0.0,0,110655.0,0.0,0.0,0.0,Consumer credit,-482,
100069,5653667,Closed,currency 1,-1975,0,-1820.0,-1820.0,,0,57469.5,0.0,0.0,0.0,Consumer credit,-1593,
100069,5653668,Closed,currency 1,-2263,0,-437.0,-448.0,,0,2475000.0,0.0,0.0,0.0,Consumer credit,-347,
100069,5653669,Active,currency 1,-467,0,1359.0,,,0,3600000.0,3059608.5,0.0,0.0,Consumer credit,-6,40486.5
100069,5653670,Active,currency 1,-112,0,253.0,,0.0,0,116856.0,92650.5,0.0,0.0,Consumer credit,-18,
100041,5325221,Closed,currency 1,-2793,0,-1669.0,-1495.0,0.0,0,180000.0,0.0,0.0,0.0,Credit card,-1495,
100041,5325230,Closed,currency 1,-548,0,-183.0,-336.0,0.0,0,103504.5,0.0,0.0,0.0,Consumer credit,-331,
100014,5326771,Closed,currency 1,-792,0,-458.0,-458.0,0.0,0,121358.925,0.0,0.0,0.0,Consumer credit,-454,
100062,6348205,Closed,currency 1,-2288,0,-861.0,-861.0,,0,954000.0,0.0,0.0,0.0,Consumer credit,-838,0.0
100126,6347958,Closed,currency 1,-335,0,486.0,-80.0,,0,135000.0,0.0,0.0,0.0,Consumer credit,-17,
100111,6295544,Closed,currency 1,-1053,0,255.0,-398.0,0.0,0,675000.0,,,0.0,Consumer credit,-398,
100035,5407249,Closed,currency 1,-2723,0,-2539.0,-2531.0,7349.265,0,17284.5,0.0,0.0,0.0,Consumer credit,-2508,
100035,5407250,Closed,currency 1,-2159,0,-2037.0,-2066.0,22365.0,0,61932.42,0.0,0.0,0.0,Consumer credit,-2066,
100035,5407252,Active,currency 1,-408,0,1416.0,,,0,1471500.0,1309194.0,0.0,0.0,Consumer credit,-58,
100035,5407253,Closed,currency 1,-2512,0,-2146.0,-2152.0,,0,135000.0,,,0.0,Consumer credit,-2152,
100035,5407254,Active,currency 1,-651,0,1175.0,,,0,810000.0,540468.0,,0.0,Consumer credit,-9,
100035,5407255,Active,currency 1,-184,0,546.0,,,0,491368.5,,,0.0,Consumer credit,-8,
100035,5407256,Closed,currency 1,-2591,0,-1860.0,-1346.0,22518.0,0,112500.0,,,0.0,Credit card,-1346,
100035,5407257,Active,currency 1,-979,0,9980.0,,2808.0,0,220500.0,,,0.0,Credit card,-33,
100002,6158903,Active,currency 1,-1042,0,780.0,,,0,450000.0,245781.0,0.0,0.0,Consumer credit,-7,0.0
100100,6625592,Closed,currency 1,-2830,0,-2616.0,-2704.0,,0,16911.45,0.0,,0.0,Consumer credit,-780,0.0
100100,6625593,Closed,currency 1,-1635,0,-1301.0,-1360.0,,0,54432.0,0.0,,0.0,Consumer credit,-780,19819.485
100100,6625594,Closed,currency 1,-443,0,-367.0,-367.0,,0,1800000.0,0.0,0.0,0.0,Consumer credit,-362,
100100,6625595,Closed,currency 1,-2696,0,-869.0,-869.0,,0,1287900.0,0.0,0.0,0.0,Car loan,-850,
100039,5153443,Active,currency 1,-449,0,1377.0,,,0,2341746.0,1830429.0,0.0,0.0,Consumer credit,-20,
100023,6296138,Closed,currency 1,-1054,0,-809.0,-793.0,,0,39969.0,0.0,0.0,0.0,Consumer credit,-696,
100023,6296145,Closed,currency 1,-1053,0,-809.0,-809.0,,0,39969.0,0.0,,0.0,Consumer credit,-806,
100075,5383474,Active,currency 1,-1637,0,-1463.0,,,0,24066.0,8320.5,,0.0,Consumer credit,-425,
100075,5383476,Active,currency 1,-862,0,479.0,,,0,225000.0,178965.0,0.0,0.0,Credit card,-39,
100075,5383477,Active,currency 1,-906,0,920.0,,,0,630000.0,250240.5,0.0,0.0,Consumer credit,-10,
100112,6603200,Active,currency 1,-305,0,793.0,,,0,18000.0,0.0,0.0,0.0,Credit card,-53,0.0
100112,6603201,Active,currency 1,-271,0,31070.0,,,0,112500.0,85648.5,,0.0,Credit card,-56,0.0
100049,5244758,Active,currency 1,-409,0,967.0,,,0,112500.0,100395.0,0.0,0.0,Credit card,-27,
100043,6102747,Closed,currency 1,-1169,0,-414.0,-130.0,,0,306000.0,0.0,0.0,0.0,Credit card,-127,16290.0
100043,6102748,Closed,currency 1,-2639,0,-2453.0,-2516.0,0.0,0,27720.0,0.0,0.0,0.0,Consumer credit,-2513,16290.0
100097,6175061,Closed,currency 1,-2726,0,-2400.0,-2326.0,,0,112428.0,,,0.0,Consumer credit,-2326,
100097,6175062,Closed,currency 1,-2116,0,-1813.0,-969.0,,0,80055.0,,,0.0,Consumer credit,-966,
100097,6175063,Active,currency 1,-87,0,97.0,,0.0,0,126810.18,86526.0,0.0,0.0,Consumer credit,-18,
100108,6330989,Active,currency 1,-2238,0,-302.0,,,0,288000.0,40878.0,0.0,0.0,Credit card,-7,
100108,6330990,Active,currency 1,-982,0,,,,0,225000.0,,,0.0,Credit card,-18,
100108,6330991,Closed,currency 1,-2519,0,-2275.0,-1976.0,0.0,0,135661.5,0.0,0.0,0.0,Consumer credit,-1975,
100060,5369259,Closed,currency 1,-809,0,-444.0,-715.0,,0,80979.84,0.0,,0.0,Consumer credit,-288,0.0
100060,5369260,Closed,currency 1,-1211,0,-1026.0,-1022.0,,0,56839.5,0.0,0.0,0.0,Consumer credit,-774,
100060,5369261,Closed,currency 1,-1702,0,-1337.0,-1337.0,,0,39991.5,0.0,,0.0,Consumer credit,-1220,0.0
100060,5369262,Closed,currency 1,-1210,0,-1026.0,-1026.0,0.0,0,56839.5,0.0,0.0,0.0,Consumer credit,-1026,
100002,6113835,Closed,currency 1,-1043,0,62.0,-967.0,0.0,0,67500.0,,,0.0,Credit card,-758,0.0
100125,6334486,Closed,currency 1,-1545,0,-1180.0,-1118.0,,0,134775.0,0.0,0.0,0.0,Consumer credit,-870,
100125,6334487,Active,currency 1,-311,0,785.0,,0.0,0,108724.5,8559.0,0.0,0.0,Consumer credit,-7,
100007,5987200,Closed,currency 1,-1149,0,-783.0,-783.0,0.0,0,146250.0,0.0,0.0,0.0,Consumer credit,-783,
100041,5325220,Closed,currency 1,-2890,0,-2678.0,-2701.0,5830.965,0,32969.79,0.0,0.0,0.0,Consumer credit,-2678,
100041,5325222,Closed,currency 1,-2312,0,-2098.0,-2128.0,0.0,0,29730.69,0.0,0.0,0.0,Consumer credit,-2128,
100041,5325223,Active,currency 1,-448,0,-53.0,,0.0,0,106870.68,0.0,0.0,0.0,Consumer credit,-439,
100041,5325224,Closed,currency 1,-1001,0,-695.0,-695.0,,0,38794.5,0.0,0.0,0.0,Consumer credit,-676,
100041,5325225,Closed,currency 1,-1065,0,-699.0,-699.0,,0,116100.0,0.0,0.0,0.0,Consumer credit,-676,
100041,5325226,Closed,currency 1,-1197,0,-919.0,-919.0,,0,14760.0,0.0,,0.0,Consumer credit,-919,
100041,5325227,Closed,currency 1,-1794,0,-1703.0,-1703.0,0.0,0,14580.0,0.0,0.0,0.0,Consumer credit,-1458,
100041,5325228,Closed,currency 1,-1669,0,-1366.0,-1275.0,1862.685,0,66555.0,0.0,0.0,0.0,Consumer credit,-1275,
100041,5325229,Closed,currency 1,-612,0,-429.0,-581.0,0.0,0,15030.0,0.0,0.0,0.0,Consumer credit,-579,
100041,5325231,Closed,currency 1,-408,0,-224.0,-224.0,0.0,0,58455.0,0.0,0.0,0.0,Consumer credit,-219,
100041,5325232,Closed,currency 1,-66,0,117.0,-36.0,0.0,0,44955.0,0.0,0.0,0.0,Consumer credit,-34,
100014,5326766,Closed,currency 1,-1781,0,45.0,-424.0,,0,900000.0,0.0,0.0,0.0,Consumer credit,-379,
100014,5326767,Closed,currency 1,-435,0,-375.0,-346.0,,0,182250.0,,,0.0,Consumer credit,-340,
100014,5326768,Closed,currency 1,-2308,0,-2004.0,-1992.0,9580.5,0,26194.5,,,0.0,Consumer credit,-1991,
100014,5326769,Closed,currency 1,-1433,0,-1250.0,-1250.0,0.0,0,44379.0,,,0.0,Consumer credit,-1246,
100014,5326770,Closed,currency 1,-1215,0,-484.0,-458.0,25.335,0,450000.0,0.0,0.0,0.0,Consumer credit,-458,
100014,5326772,Active,currency 1,-423,0,704.0,,12752.28,0,571500.0,420201.0,0.0,0.0,Consumer credit,-25,
100014,5326773,Active,currency 1,-376,0,723.0,,0.0,0,434250.0,338013.0,0.0,0.0,Consumer credit,-34,
100047,5357372,Closed,currency 1,-2055,0,-960.0,-977.0,,0,675000.0,0.0,0.0,0.0,Consumer credit,-619,
100047,5357373,Active,currency 1,-956,0,116.0,,,0,630000.0,692253.0,0.0,0.0,Credit card,-20,
100047,5357374,Active,currency 1,-1195,0,4284.0,,,0,4045500.0,,,0.0,Mortgage,-1140,
100047,5357375,Closed,currency 1,-898,0,928.0,-420.0,0.0,0,1479834.0,0.0,0.0,0.0,Consumer credit,-420,
100047,5357376,Active,currency 1,-420,0,2137.0,,13518.675,0,2697300.0,2528203.5,0.0,0.0,Consumer credit,-24,
100045,5377608,Closed,currency 1,-733,0,-337.0,-608.0,0.0,0,281205.0,0.0,0.0,0.0,Consumer credit,-608,
100045,5377609,Active,currency 1,-337,0,-3.0,,0.0,0,96832.89,89351.46,0.0,0.0,Consumer credit,-217,
100045,5377610,Closed,currency 1,-592,0,-274.0,-274.0,,0,60016.5,0.0,,0.0,Consumer credit,-254,
100103,6683531,Closed,currency 1,-2259,0,-1925.0,-2012.0,20520.0,0,82549.35,0.0,0.0,0.0,Consumer credit,-2012,
100103,6683532,Closed,currency 1,-1773,0,-1467.0,-1467.0,0.0,0,111285.0,0.0,0.0,0.0,Consumer credit,-1465,
100103,6683533,Active,currency 1,-720,0,,,0.0,0,252000.0,12307.5,239689.8,0.0,Credit card,-19,
100100,6625591,Closed,currency 1,-1728,0,-1035.0,-205.0,,0,4500.0,0.0,,0.0,Credit card,-203,
100086,5990278,Closed,currency 1,-1210,0,-1025.0,-1027.0,,0,80955.0,0.0,0.0,0.0,Consumer credit,-1027,
100086,5990280,Active,currency 1,-847,0,979.0,,,0,297000.0,201816.0,0.0,0.0,Consumer credit,-17,
100086,5990281,Active,currency 1,-828,0,611.0,,,0,270000.0,202212.0,0.0,0.0,Credit card,-17,
100086,5990283,Closed,currency 1,-572,0,-451.0,-448.0,14453.865,0,53572.95,0.0,0.0,0.0,Consumer credit,-444,
100046,6672229,Active,currency 1,-427,0,915.0,,,0,382500.0,0.0,0.0,0.0,Credit card,-9,
100046,6672230,Closed,currency 1,-1100,0,-369.0,-369.0,,0,701730.0,0.0,0.0,0.0,Consumer credit,-344,
100046,6672231,Closed,currency 1,-2653,0,-826.0,-1083.0,,0,3595500.0,0.0,0.0,0.0,Car loan,-907,
100046,6672232,Closed,currency 1,-1793,0,-711.0,-1341.0,,0,7957530.0,0.0,0.0,0.0,Car loan,-1331,
100036,6673494,Active,currency 1,-889,0,-462.0,,,0,94959.0,8339.355,,0.0,Consumer credit,-519,
100119,6522345,Active,currency 1,-79,0,347.0,,,0,152310.69,144267.48,,0.0,Consumer credit,-4,
100119,6522350,Active,currency 1,-223,0,143.0,,497.205,0,7200.0,2561.76,0.0,0.0,Consumer credit,-7,
100008,6491432,Closed,currency 1,-1097,0,-792.0,-790.0,,0,95134.5,0.0,0.0,0.0,Consumer credit,-790,
100123,6648997,Closed,currency 1,-2457,0,-2150.0,-2150.0,,0,84460.5,0.0,0.0,0.0,Consumer credit,-2145,
100123,6648998,Closed,currency 1,-2121,0,-1817.0,-1817.0,,0,120375.0,0.0,0.0,0.0,Consumer credit,-1466,
100123,6648999,Active,currency 1,-2105,0,-1359.0,,,0,360000.0,0.0,0.0,0.0,Consumer credit,-1385,
100123,6649000,Active,currency 1,-62,0,268.0,,,0,180000.0,136957.5,0.0,0.0,Credit card,-25,
100123,6649001,Closed,currency 1,-2508,0,-2353.0,-2353.0,0.0,0,17095.5,0.0,0.0,0.0,Consumer credit,-2350,
100123,6649002,Active,currency 1,-460,0,1366.0,,0.0,0,461842.11,390329.955,0.0,0.0,Consumer credit,-15,
100053,5723576,Closed,currency 1,-2689,0,-2534.0,-2521.0,,0,26919.0,0.0,0.0,0.0,Consumer credit,-787,
100104,5570072,Closed,currency 1,-2283,0,-457.0,-440.0,,0,765000.0,0.0,,0.0,Car loan,-435,
100010,5576630,Active,currency 1,-1138,0,689.0,,,0,675000.0,348007.5,0.0,0.0,Consumer credit,-18,
100010,5576632,Closed,currency 1,-2741,0,-928.0,-1138.0,,0,315000.0,0.0,,0.0,Loan for business development,-1138,
100060,5564644,Closed,currency 1,-1703,0,-1337.0,-1328.0,,0,39991.5,0.0,0.0,0.0,Consumer credit,-805,0.0
100077,5059221,Closed,currency 1,-1185,0,-1002.0,-1002.0,,0,96228.0,0.0,,0.0,Consumer credit,-773,
100044,5057754,Closed,currency 1,-2648,0,-2433.0,-2493.0,5476.5,0,38130.84,0.0,0.0,0.0,Consumer credit,-2493,
100044,5057762,Closed,currency 1,-1809,0,-1628.0,-970.0,,0,15570.0,,,0.0,Consumer credit,-967,
