SK_ID_PREV,SK_ID_CURR,MONTHS_BALANCE,CNT_INSTALMENT,CNT_INSTALMENT_FUTURE,NAME_CONTRACT_STATUS,SK_DPD,SK_DPD_DEF
1252218,100026,-41,6.0,0.0,Completed,0,0
1940724,100007,-33,12.0,9.0,Active,0,0
1359598,100009,-92,5.0,0.0,Active,0,0
2794143,100011,-26,30.0,16.0,Active,0,0
1514918,100049,-40,10.0,1.0,Active,0,0
2164190,100012,-5,23.0,0.0,Completed,0,0
2314167,100045,-54,16.0,8.0,Active,0,0
1528842,100061,-6,24.0,4.0,Active,0,0
2411919,100023,-53,14.0,6.0,Active,0,0
1560053,100049,-78,12.0,10.0,Active,0,0
1430602,100011,-80,12.0,9.0,Active,0,0
1786922,100041,-83,6.0,1.0,Active,0,0
1143325,100030,-90,1.0,0.0,Active,0,0
2052027,100045,-14,36.0,16.0,Active,0,0
1772508,100026,-15,36.0,36.0,Active,0,0
2492683,100043,-29,60.0,49.0,Active,0,0
1251047,100016,-23,24.0,12.0,Active,0,0
2134202,100055,-14,12.0,1.0,Active,0,0
1112703,100009,-43,10.0,2.0,Active,0,0
1232720,100049,-20,6.0,6.0,Active,0,0
1284590,100063,-11,4.0,0.0,Active,0,0
2662898,100029,-7,4.0,0.0,Active,0,0
1212261,100053,-1,12.0,2.0,Active,0,0
2164190,100012,-23,24.0,19.0,Active,0,0
1176822,100018,-44,12.0,2.0,Active,0,0
2425354,100035,-31,12.0,4.0,Active,0,0
1284590,100063,-12,12.0,9.0,Active,0,0
1940724,100007,-26,12.0,2.0,Active,0,0
2078043,100006,-4,1.0,0.0,Completed,0,0
1035321,100047,-80,10.0,3.0,Active,0,0
2384838,100037,-8,12.0,2.0,Active,0,0
1845713,100040,-91,6.0,0.0,Active,0,0
2500673,100035,-24,24.0,23.0,Active,0,0
1514328,100032,-46,6.0,3.0,Active,0,0
2001242,100007,-19,17.0,8.0,Active,0,0
1027737,100015,-69,10.0,0.0,Completed,0,0
1366912,100048,-4,18.0,12.0,Active,0,0
1143325,100030,-86,1.0,0.0,Completed,0,0
2052027,100045,-23,36.0,25.0,Active,0,0
2083316,100063,-33,2.0,0.0,Completed,0,0
2396755,100003,-76,12.0,11.0,Active,0,0
2803221,100045,-48,14.0,13.0,Active,0,0
1176822,100018,-53,12.0,11.0,Active,0,0
1390369,100034,-20,6.0,6.0,Active,0,0
1035321,100047,-81,10.0,4.0,Active,0,0
1907290,100008,-74,10.0,7.0,Active,0,0
2492683,100043,-25,60.0,44.0,Active,0,0
1223113,100046,-7,18.0,8.0,Active,0,0
2001242,100007,-26,18.0,16.0,Active,0,0
1874778,100056,-25,54.0,8.0,Active,0,0
1885254,100059,-8,48.0,45.0,Active,0,0
1182112,100049,-6,12.0,4.0,Active,0,0
1692033,100007,-8,24.0,20.0,Active,0,0
2447872,100027,-17,10.0,1.0,Active,0,0
1950847,100061,-51,12.0,12.0,Active,0,0
2396755,100003,-69,12.0,4.0,Active,0,0
1143325,100030,-88,1.0,0.0,Active,0,0
1748547,100062,-7,48.0,45.0,Active,0,0
2794143,100011,-13,30.0,3.0,Active,0,0
2572058,100053,-21,24.0,24.0,Active,0,0
2492683,100043,-27,60.0,47.0,Active,0,0
1294812,100020,-14,6.0,4.0,Active,0,0
1620327,100019,-30,12.0,11.0,Active,0,0
1905091,100035,-22,24.0,22.0,Active,0,0
1907290,100008,-75,10.0,8.0,Active,0,0
2794143,100011,-19,30.0,9.0,Active,0,0
1182112,100049,-11,12.0,9.0,Active,0,0
1198431,100035,-52,12.0,6.0,Active,0,0
1271192,100025,-67,6.0,5.0,Active,0,0
1239349,100025,-23,18.0,12.0,Active,0,0
1670175,100035,-40,18.0,11.0,Active,0,0
1923010,100037,-84,6.0,4.0,Active,0,0
2794143,100011,-30,30.0,21.0,Active,0,0
2218188,100008,-5,10.0,2.0,Active,0,0
2218188,100008,-4,10.0,1.0,Active,0,0
1748547,100062,-5,48.0,43.0,Active,0,0
2411919,100023,-56,14.0,9.0,Active,0,0
2462742,100007,-56,12.0,10.0,Active,0,0
2604720,100035,-27,12.0,12.0,Active,0,0
1239349,100025,-25,18.0,14.0,Active,0,0
1252218,100026,-45,6.0,4.0,Active,0,0
1212261,100053,-6,12.0,7.0,Active,0,0
1185699,100043,-75,8.0,4.0,Active,0,0
2572058,100053,-18,24.0,21.0,Active,0,0
2305060,100041,-46,12.0,9.0,Active,0,0
1212261,100053,-4,12.0,5.0,Active,0,0
1562063,100017,-10,24.0,14.0,Active,0,0
1187878,100034,-7,6.0,3.0,Active,0,0
2052027,100045,-33,36.0,35.0,Active,0,0
2339761,100063,-22,36.0,34.0,Active,0,0
1528842,100061,-20,24.0,18.0,Active,0,0
1528842,100061,-4,24.0,2.0,Active,0,0
1801140,100043,-1,48.0,48.0,Active,0,0
1874778,100056,-18,54.0,0.0,Active,0,0
1874778,100056,-27,54.0,10.0,Active,0,0
1112703,100009,-44,10.0,3.0,Active,0,0
1811514,100027,-13,12.0,10.0,Active,0,0
1366913,100048,-11,18.0,14.0,Active,0,0
1366912,100048,-5,18.0,13.0,Active,0,0
1810518,100003,-20,12.0,7.0,Active,0,0
1189316,100025,-41,18.0,3.0,Active,0,0
2164190,100012,-19,24.0,15.0,Active,0,0
2500673,100035,-21,5.0,1.0,Active,0,0
1973524,100021,-90,6.0,4.0,Active,0,0
1077565,100039,-23,42.0,42.0,Active,0,0
1229670,100059,-16,12.0,10.0,Active,0,0
1515914,100016,-73,12.0,7.0,Active,0,0
1636219,100056,-87,12.0,7.0,Active,0,0
1366912,100048,-1,18.0,9.0,Active,0,0
2164190,100012,-21,24.0,17.0,Active,0,0
1112703,100009,-48,10.0,7.0,Active,0,0
1845713,100040,-88,6.0,0.0,Active,0,0
2492683,100043,-20,60.0,39.0,Active,0,0
1239349,100025,-26,18.0,15.0,Active,0,0
2704445,100018,-26,7.0,0.0,Completed,0,0
2769249,100017,-77,10.0,7.0,Active,0,0
2305060,100041,-42,12.0,5.0,Active,0,0
1973524,100021,-89,6.0,3.0,Active,0,0
2339761,100063,-13,36.0,25.0,Active,0,0
2001242,100007,-22,17.0,11.0,Active,0,0
1515914,100016,-69,12.0,3.0,Active,0,0
1223113,100046,-2,18.0,2.0,Active,0,0
1692033,100007,-1,24.0,13.0,Active,0,0
2636178,100003,-24,6.0,2.0,Active,0,0
1271192,100025,-65,6.0,3.0,Active,0,0
2613879,100008,-21,30.0,30.0,Active,0,0
1885254,100059,-6,48.0,43.0,Active,0,0
1973524,100021,-88,6.0,2.0,Active,0,0
2492683,100043,-28,60.0,48.0,Active,0,0
1143325,100030,-89,1.0,0.0,Active,0,0
1251047,100016,-30,24.0,19.0,Active,0,0
1194857,100061,-17,30.0,24.0,Active,0,0
1322806,100062,-15,12.0,12.0,Active,0,0
2794143,100011,-25,30.0,15.0,Active,0,0
1112703,100009,-46,10.0,5.0,Active,0,0
1636219,100056,-89,12.0,9.0,Active,0,0
1194857,100061,-16,30.0,23.0,Active,0,0
2339761,100063,-2,36.0,13.0,Active,0,0
1940724,100007,-28,12.0,4.0,Active,0,0
1223113,100046,-1,18.0,1.0,Active,0,0
1194857,100061,-4,30.0,11.0,Active,0,0
2604720,100035,-26,12.0,11.0,Active,0,0
2462742,100007,-55,12.0,9.0,Active,0,0
2119973,100007,-69,10.0,2.0,Active,0,0
1035321,100047,-79,10.0,2.0,Active,0,0
1845713,100040,-92,6.0,1.0,Active,0,0
1035321,100047,-84,10.0,7.0,Active,0,0
1907290,100008,-76,10.0,9.0,Active,0,0
1176822,100018,-50,12.0,8.0,Active,0,0
2480304,100012,-17,18.0,18.0,Active,0,0
1042128,100040,-96,4.0,1.0,Active,0,0
2824473,100016,-44,24.0,24.0,Active,0,0
2492683,100043,-26,60.0,45.0,Active,0,0
2396755,100003,-73,12.0,8.0,Active,0,0
2492683,100043,-30,60.0,50.0,Active,0,0
2134202,100055,-15,12.0,2.0,Active,0,0
2384838,100037,-7,11.0,0.0,Completed,0,0
2339761,100063,-7,36.0,18.0,Active,3,3
2063227,100044,-30,20.0,0.0,Completed,0,0
1359598,100009,-93,5.0,1.0,Active,0,0
1514918,100049,-45,10.0,6.0,Active,0,0
1950847,100061,-48,12.0,8.0,Active,0,0
1528842,100061,-17,24.0,15.0,Active,0,0
2164190,100012,-16,24.0,12.0,Active,0,0
1239349,100025,-29,18.0,18.0,Active,0,0
2425354,100035,-27,12.0,0.0,Completed,0,0
1334240,100037,-52,5.0,1.0,Active,0,0
1548007,100061,-29,12.0,1.0,Active,0,0
1950847,100061,-41,12.0,1.0,Active,3,3
1112703,100009,-45,10.0,4.0,Active,0,0
1232720,100049,-15,6.0,1.0,Active,0,0
1112703,100009,-47,10.0,6.0,Active,0,0
1940724,100007,-25,12.0,1.0,Active,0,0
1923010,100037,-83,6.0,3.0,Active,0,0
1950847,100061,-49,12.0,10.0,Active,0,0
1845713,100040,-86,6.0,0.0,Completed,0,0
1973524,100021,-92,6.0,6.0,Active,0,0
1366913,100048,-14,18.0,17.0,Active,0,0
1168900,100051,-16,24.0,22.0,Active,0,0
1885254,100059,-5,48.0,42.0,Active,0,0
2314167,100045,-57,16.0,11.0,Active,0,0
1973524,100021,-91,6.0,5.0,Active,0,0
2001242,100007,-16,17.0,5.0,Active,0,0
1636219,100056,-84,12.0,4.0,Active,0,0
2835799,100025,-29,6.0,0.0,Completed,0,0
2462742,100007,-52,12.0,6.0,Active,0,0
1198431,100035,-51,12.0,5.0,Active,0,0
1187878,100034,-10,6.0,6.0,Active,0,0
2052027,100045,-11,36.0,13.0,Active,0,0
2803221,100045,-46,14.0,11.0,Active,0,0
1271192,100025,-68,6.0,6.0,Active,0,0
1252218,100026,-47,6.0,6.0,Active,0,0
1786922,100041,-82,6.0,0.0,Completed,0,0
1496284,100039,-79,4.0,4.0,Active,0,0
1907290,100008,-70,10.0,3.0,Active,0,0
1219930,100035,-68,6.0,6.0,Active,0,0
1516108,100044,-13,6.0,6.0,Active,0,0
2421381,100009,-24,6.0,3.0,Active,0,0
1029269,100039,-55,6.0,2.0,Active,0,0
1430602,100011,-83,12.0,12.0,Active,0,0
1636219,100056,-91,12.0,11.0,Active,0,0
1143325,100030,-91,1.0,0.0,Active,0,0
2052027,100045,-32,36.0,34.0,Active,0,0
2500673,100035,-23,24.0,22.0,Active,0,0
2063227,100044,-32,48.0,30.0,Active,0,0
2492683,100043,-31,60.0,51.0,Active,0,0
2083316,100063,-34,24.0,23.0,Active,0,0
1845095,100052,-11,6.0,2.0,Active,0,0
1548007,100061,-32,12.0,4.0,Active,0,0
1194857,100061,-20,30.0,27.0,Active,0,0
1185699,100043,-72,8.0,0.0,Active,0,0
2164190,100012,-25,24.0,21.0,Active,0,0
1514918,100049,-42,10.0,3.0,Active,0,0
1950847,100061,-47,12.0,8.0,Active,0,0
1528842,100061,-26,24.0,24.0,Active,0,0
2835799,100025,-30,18.0,13.0,Active,0,0
2164190,100012,-27,24.0,23.0,Active,0,0
1143325,100030,-93,1.0,1.0,Active,0,0
1516108,100044,-12,6.0,5.0,Active,0,0
2613879,100008,-15,30.0,24.0,Active,0,0
1251047,100016,-31,24.0,20.0,Active,0,0
1359598,100009,-87,5.0,0.0,Completed,0,0
2794143,100011,-32,30.0,23.0,Active,0,0
1294812,100020,-16,6.0,6.0,Active,0,0
1845095,100052,-13,6.0,4.0,Active,0,0
2052027,100045,-9,25.0,0.0,Completed,0,0
2824473,100016,-36,24.0,16.0,Active,0,0
1430602,100011,-81,12.0,10.0,Active,0,0
1185699,100043,-73,8.0,1.0,Active,0,0
2425547,100021,-26,12.0,10.0,Active,0,0
1430602,100011,-79,12.0,8.0,Active,0,0
1636219,100056,-90,12.0,10.0,Active,0,0
1810518,100003,-19,12.0,6.0,Active,0,0
1810518,100003,-24,12.0,11.0,Active,0,0
1973524,100021,-86,6.0,0.0,Active,0,0
2001242,100007,-15,17.0,4.0,Active,0,0
2794143,100011,-28,30.0,19.0,Active,0,0
2052027,100045,-26,36.0,28.0,Active,0,0
2340827,100063,-45,18.0,2.0,Active,0,0
1461368,100040,-27,24.0,17.0,Active,0,0
2340827,100063,-46,18.0,3.0,Active,0,0
2349489,100010,-29,10.0,4.0,Active,0,0
1035321,100047,-82,10.0,5.0,Active,0,0
1027737,100015,-71,10.0,2.0,Active,13,13
1239349,100025,-28,18.0,17.0,Active,0,0
1620327,100019,-28,12.0,9.0,Active,0,0
1748547,100062,-4,48.0,42.0,Active,0,0
1515914,100016,-71,12.0,5.0,Active,0,0
1514328,100032,-49,6.0,6.0,Active,0,0
2037234,100033,-19,12.0,2.0,Active,0,0
2500673,100035,-20,5.0,0.0,Completed,0,0
2052027,100045,-17,36.0,19.0,Active,0,0
1814975,100054,-18,12.0,2.0,Active,0,0
1198431,100035,-53,12.0,7.0,Active,0,0
1636219,100056,-86,12.0,6.0,Active,0,0
2492683,100043,-17,60.0,36.0,Active,0,0
1186888,100008,-80,6.0,3.0,Active,0,0
1077565,100039,-17,42.0,36.0,Active,0,0
1284590,100063,-14,12.0,11.0,Active,0,0
1461079,100014,-24,12.0,8.0,Active,0,0
1786922,100041,-85,6.0,3.0,Active,0,0
1288446,100045,-86,6.0,0.0,Active,0,0
2500673,100035,-25,24.0,24.0,Active,0,0
2243464,100050,-14,24.0,22.0,Active,0,0
2218188,100008,-6,10.0,3.0,Active,0,0
2134202,100055,-22,12.0,9.0,Active,0,0
2339761,100063,-6,36.0,17.0,Active,0,0
1251047,100016,-28,24.0,17.0,Active,0,0
1251047,100016,-29,24.0,18.0,Active,0,0
2794143,100011,-27,30.0,17.0,Active,0,0
1168900,100051,-15,24.0,21.0,Active,0,0
1562063,100017,-13,24.0,17.0,Active,0,0
1035321,100047,-78,10.0,1.0,Active,0,0
1528842,100061,-3,24.0,1.0,Active,0,0
1564014,100004,-27,4.0,4.0,Active,0,0
2636178,100003,-26,6.0,4.0,Active,0,0
1940724,100007,-27,12.0,3.0,Active,0,0
1940724,100007,-29,12.0,5.0,Active,0,0
2339761,100063,-8,36.0,19.0,Active,2,2
1035321,100047,-83,10.0,6.0,Active,0,0
2492683,100043,-35,60.0,55.0,Active,0,0
2134202,100055,-23,12.0,10.0,Active,0,0
1944776,100054,-41,12.0,12.0,Active,0,0
1194857,100061,-19,30.0,26.0,Active,0,0
1038818,100002,-17,24.0,22.0,Active,0,0
2447872,100027,-23,10.0,7.0,Active,0,0
2218188,100008,-11,10.0,9.0,Active,0,0
2492683,100043,-16,60.0,35.0,Active,0,0
1528842,100061,-25,24.0,23.0,Active,0,0
1182112,100049,-14,12.0,12.0,Active,0,0
1560053,100049,-76,12.0,8.0,Active,0,0
2411919,100023,-52,14.0,5.0,Active,0,0
2447872,100027,-16,10.0,0.0,Completed,0,0
2339761,100063,-5,36.0,16.0,Active,0,0
1670175,100035,-30,18.0,1.0,Active,0,0
1907290,100008,-77,10.0,10.0,Active,0,0
1814975,100054,-20,12.0,4.0,Active,0,0
1548007,100061,-31,12.0,3.0,Active,0,0
2462742,100007,-54,12.0,8.0,Active,0,0
1194857,100061,-23,30.0,30.0,Active,0,0
2396755,100003,-74,12.0,9.0,Active,0,0
1907290,100008,-69,10.0,2.0,Active,0,0
2094741,100059,-14,2.0,0.0,Completed,0,0
1845095,100052,-14,6.0,5.0,Active,0,0
1717648,100052,-9,6.0,5.0,Active,0,0
1548007,100061,-34,12.0,6.0,Active,0,0
2425354,100035,-30,12.0,3.0,Active,0,0
2492683,100043,-32,60.0,52.0,Active,0,0
2492683,100043,-22,60.0,41.0,Active,0,0
1413109,100009,-8,12.0,6.0,Active,0,0
2447872,100027,-19,10.0,3.0,Active,0,0
1223113,100046,-16,18.0,17.0,Active,0,0
1198431,100035,-54,12.0,8.0,Active,0,0
1187878,100034,-8,6.0,4.0,Active,0,0
1294812,100020,-12,6.0,2.0,Active,0,0
2314167,100045,-55,16.0,9.0,Active,0,0
1528842,100061,-23,24.0,21.0,Active,0,0
2447872,100027,-22,10.0,6.0,Active,0,0
1322806,100062,-16,,,Signed,0,0
2218188,100008,-10,10.0,7.0,Active,0,0
1168900,100051,-18,24.0,24.0,Active,0,0
1810518,100003,-18,7.0,0.0,Completed,0,0
2824473,100016,-37,24.0,17.0,Active,0,0
2037234,100033,-22,12.0,6.0,Active,29,0
2769249,100017,-70,10.0,0.0,Completed,0,0
1548007,100061,-35,12.0,7.0,Active,0,0
2094741,100059,-16,12.0,12.0,Active,0,0
2052027,100045,-20,36.0,22.0,Active,0,0
1461368,100040,-32,24.0,22.0,Active,0,0
1461368,100040,-30,24.0,20.0,Active,0,0
2832301,100055,-11,6.0,6.0,Active,0,0
2803221,100045,-37,14.0,2.0,Active,0,0
1186888,100008,-79,6.0,2.0,Active,0,0
2052027,100045,-30,36.0,32.0,Active,0,0
1670175,100035,-47,18.0,18.0,Active,0,0
1334240,100037,-54,5.0,3.0,Active,0,0
2421381,100009,-23,6.0,2.0,Active,0,0
1940724,100007,-36,12.0,12.0,Signed,0,0
2425354,100035,-28,12.0,1.0,Active,0,0
2426800,100047,-46,24.0,8.0,Active,0,0
1940724,100007,-31,12.0,7.0,Active,0,0
1874778,100056,-43,54.0,26.0,Active,0,0
2243829,100012,-52,9.0,6.0,Active,0,0
1874778,100056,-47,54.0,30.0,Active,0,0
1874778,100056,-60,54.0,43.0,Active,0,0
1874778,100056,-48,54.0,31.0,Active,0,0
2349489,100010,-31,10.0,6.0,Active,0,0
2349489,100010,-32,10.0,7.0,Active,0,0
1461368,100040,-34,24.0,24.0,Active,0,0
1874778,100056,-42,54.0,25.0,Active,0,0
2052027,100045,-28,36.0,30.0,Active,0,0
2613879,100008,-18,30.0,27.0,Active,0,0
1288446,100045,-90,6.0,5.0,Active,0,0
2426800,100047,-43,24.0,5.0,Active,0,0
2052027,100045,-22,36.0,24.0,Active,0,0
1940724,100007,-34,12.0,10.0,Active,0,0
2037234,100033,-21,12.0,5.0,Active,0,0
2037234,100033,-26,12.0,10.0,Active,0,0
1548007,100061,-33,12.0,5.0,Active,0,0
2083316,100063,-35,24.0,24.0,Active,0,0
1251047,100016,-27,24.0,16.0,Active,0,0
1229670,100059,-17,12.0,11.0,Active,0,0
2052027,100045,-29,36.0,31.0,Active,0,0
1239349,100025,-27,18.0,16.0,Active,0,0
2001242,100007,-21,17.0,10.0,Active,0,0
2613879,100008,-14,30.0,23.0,Active,0,0
1229670,100059,-18,12.0,12.0,Active,0,0
2662898,100029,-10,6.0,5.0,Active,0,0
1189316,100025,-42,18.0,4.0,Active,0,0
1294812,100020,-15,6.0,5.0,Active,0,0
1597345,100016,-88,10.0,0.0,Active,0,0
2835799,100025,-35,18.0,18.0,Active,0,0
2769249,100017,-79,10.0,9.0,Active,0,0
1413109,100009,-13,12.0,11.0,Active,0,0
2449573,100035,-46,7.0,0.0,Completed,0,0
2425354,100035,-35,12.0,8.0,Active,0,0
1923010,100037,-85,6.0,5.0,Active,0,0
1528842,100061,-19,24.0,17.0,Active,0,0
2835799,100025,-33,18.0,16.0,Active,0,0
1251951,100018,-2,10.0,6.0,Active,0,0
2425547,100021,-28,12.0,12.0,Active,0,0
1814975,100054,-24,12.0,8.0,Active,0,0
1814975,100054,-23,12.0,7.0,Active,0,0
1944776,100054,-38,12.0,9.0,Active,0,0
2218188,100008,-12,10.0,10.0,Active,0,0
2243464,100050,-15,24.0,23.0,Active,0,0
1035321,100047,-85,10.0,8.0,Active,0,0
1198431,100035,-46,12.0,0.0,Completed,0,0
2411919,100023,-51,14.0,4.0,Active,0,0
1029269,100039,-53,6.0,0.0,Completed,0,0
1137041,100044,-72,18.0,4.0,Active,0,0
1035321,100047,-86,10.0,9.0,Active,0,0
1430602,100011,-78,12.0,7.0,Active,0,0
1670175,100035,-42,18.0,13.0,Active,0,0
1670175,100035,-35,18.0,6.0,Active,0,0
2426800,100047,-44,24.0,6.0,Active,0,0
2572058,100053,-14,24.0,17.0,Active,0,0
2447872,100027,-18,10.0,2.0,Active,0,0
1294812,100020,-11,6.0,1.0,Active,0,0
2179840,100030,-8,6.0,2.0,Active,0,0
2256622,100054,-14,12.0,10.0,Active,0,0
2256622,100054,-15,12.0,11.0,Active,0,0
2425547,100021,-23,12.0,7.0,Active,0,0
1213820,100021,-8,12.0,11.0,Active,0,0
2227125,100009,-6,6.0,2.0,Active,0,0
2299459,100059,-90,2.0,0.0,Completed,0,0
2314167,100045,-49,16.0,3.0,Active,0,0
2314167,100045,-52,16.0,6.0,Active,0,0
2411919,100023,-48,14.0,1.0,Active,0,0
1198431,100035,-47,12.0,1.0,Active,0,0
1413109,100009,-3,12.0,0.0,Active,0,0
2340827,100063,-43,7.0,0.0,Completed,0,0
1709863,100036,-11,12.0,10.0,Active,0,0
2636178,100003,-21,6.0,0.0,Completed,0,0
1131053,100023,-72,8.0,0.0,Completed,0,0
1198431,100035,-50,12.0,4.0,Active,0,0
2218188,100008,-2,10.0,0.0,Completed,0,0
1874778,100056,-31,54.0,14.0,Active,0,0
1027737,100015,-77,10.0,8.0,Active,0,0
1461079,100014,-21,12.0,5.0,Active,0,0
1560053,100049,-70,12.0,2.0,Active,0,0
2449573,100035,-48,7.0,2.0,Active,0,0
1461079,100014,-27,12.0,11.0,Active,0,0
1636219,100056,-85,12.0,5.0,Active,0,0
1944776,100054,-37,12.0,8.0,Active,0,0
1430602,100011,-82,12.0,11.0,Active,0,0
1430602,100011,-58,12.0,0.0,Active,406,0
1430602,100011,-53,12.0,0.0,Active,557,0
1430602,100011,-59,12.0,0.0,Active,375,0
2134202,100055,-17,12.0,4.0,Active,0,0
1413109,100009,-4,12.0,1.0,Active,0,0
2088496,100044,-74,24.0,20.0,Active,0,0
1189316,100025,-47,18.0,9.0,Active,0,0
1232720,100049,-16,6.0,2.0,Active,0,0
1907290,100008,-71,10.0,4.0,Active,0,0
2794143,100011,-31,30.0,22.0,Active,0,0
2340827,100063,-44,18.0,1.0,Active,0,0
2349489,100010,-34,10.0,9.0,Active,0,0
2243829,100012,-51,9.0,5.0,Active,0,0
1562063,100017,-7,24.0,11.0,Active,0,0
2037234,100033,-25,12.0,9.0,Active,0,0
2824473,100016,-35,24.0,15.0,Active,0,0
1232720,100049,-17,6.0,3.0,Active,0,0
1232720,100049,-18,6.0,4.0,Active,0,0
1137041,100044,-80,18.0,12.0,Active,0,0
2037234,100033,-18,12.0,1.0,Active,2,2
2824473,100016,-34,24.0,14.0,Active,0,0
1198431,100035,-48,12.0,2.0,Active,0,0
2411919,100023,-49,14.0,2.0,Active,0,0
1709863,100036,-2,12.0,1.0,Active,0,0
2425547,100021,-27,12.0,11.0,Active,0,0
1461079,100014,-28,12.0,12.0,Active,0,0
1874778,100056,-36,54.0,19.0,Active,0,0
2803221,100045,-36,14.0,1.0,Active,0,0
1461368,100040,-28,24.0,18.0,Active,0,0
2349489,100010,-30,10.0,5.0,Active,0,0
1515914,100016,-77,12.0,11.0,Active,0,0
1189316,100025,-56,18.0,18.0,Active,0,0
1186888,100008,-84,6.0,6.0,Signed,0,0
1874778,100056,-41,54.0,24.0,Active,0,0
1461079,100014,-16,12.0,0.0,Completed,0,0
1430602,100011,-42,12.0,0.0,Active,891,0
1026256,100054,-2,10.0,2.0,Active,0,0
1430602,100011,-44,12.0,0.0,Active,830,0
1168900,100051,-4,24.0,10.0,Active,0,0
1548007,100061,-38,12.0,10.0,Active,0,0
1670175,100035,-33,18.0,4.0,Active,0,0
2662898,100029,-9,6.0,4.0,Active,0,0
2134202,100055,-13,12.0,0.0,Completed,0,0
1814975,100054,-26,12.0,10.0,Active,0,0
1620327,100019,-29,12.0,10.0,Active,0,0
1950847,100061,-39,12.0,0.0,Completed,0,0
1564014,100004,-26,4.0,3.0,Active,0,0
2190416,100006,-5,12.0,7.0,Active,0,0
1874778,100056,-65,54.0,48.0,Active,0,0
1810518,100003,-22,12.0,9.0,Active,0,0
2299329,100006,-17,12.0,10.0,Active,0,0
1189316,100025,-53,18.0,15.0,Active,0,0
1461079,100014,-23,12.0,7.0,Active,0,0
1137041,100044,-74,18.0,6.0,Active,0,0
1213820,100021,-3,12.0,6.0,Active,0,0
2425354,100035,-33,12.0,6.0,Active,0,0
1189316,100025,-44,18.0,6.0,Active,0,0
2063227,100044,-46,48.0,44.0,Active,0,0
1461079,100014,-25,12.0,9.0,Active,0,0
1288446,100045,-91,6.0,6.0,Active,0,0
2704445,100018,-28,7.0,2.0,Active,0,0
1027737,100015,-78,10.0,9.0,Active,0,0
2243829,100012,-50,9.0,4.0,Active,0,0
2088496,100044,-68,24.0,14.0,Active,0,0
1874778,100056,-66,54.0,49.0,Active,0,0
1413109,100009,-11,12.0,9.0,Active,0,0
1251951,100018,-5,10.0,9.0,Active,0,0
1709863,100036,-4,12.0,3.0,Active,0,0
1251047,100016,-18,17.0,0.0,Completed,0,0
1461368,100040,-13,21.0,0.0,Completed,0,0
1461368,100040,-14,24.0,4.0,Active,0,0
1461368,100040,-17,24.0,7.0,Active,0,0
1907290,100008,-28,10.0,0.0,Active,1202,0
1907290,100008,-24,10.0,0.0,Active,0,0
1038818,100002,-5,24.0,10.0,Active,0,0
1709863,100036,-7,12.0,6.0,Active,0,0
2340827,100063,-49,18.0,6.0,Active,0,0
1168900,100051,-14,24.0,20.0,Active,0,0
2492683,100043,-38,60.0,58.0,Active,0,0
2063227,100044,-35,48.0,33.0,Active,0,0
2794143,100011,-29,30.0,20.0,Active,0,0
2572058,100053,-15,24.0,18.0,Active,0,0
2340827,100063,-48,18.0,5.0,Active,0,0
1874778,100056,-35,54.0,18.0,Active,0,0
2440070,100061,-34,6.0,5.0,Active,0,0
2243829,100012,-53,9.0,7.0,Active,0,0
2243829,100012,-46,9.0,0.0,Completed,0,0
2462742,100007,-58,12.0,12.0,Active,0,0
1322806,100062,-11,12.0,8.0,Active,0,0
1322806,100062,-10,12.0,7.0,Active,0,0
2179840,100030,-7,5.0,0.0,Completed,0,0
1294812,100020,-10,6.0,0.0,Completed,0,0
1038818,100002,-1,24.0,6.0,Active,0,0
1907290,100008,-55,10.0,0.0,Active,382,0
1907290,100008,-52,10.0,0.0,Active,471,0
1907290,100008,-56,10.0,0.0,Active,351,0
1430602,100011,-73,12.0,2.0,Active,9,9
1251047,100016,-33,24.0,22.0,Active,0,0
1074770,100020,-4,8.0,4.0,Active,0,0
2462742,100007,-46,12.0,0.0,Completed,0,0
1187878,100034,-6,4.0,0.0,Completed,0,0
2243829,100012,-47,12.0,1.0,Active,0,0
1874778,100056,-33,54.0,16.0,Active,0,0
1461368,100040,-22,24.0,12.0,Active,0,0
1461368,100040,-23,24.0,13.0,Active,0,0
2349489,100010,-25,10.0,0.0,Completed,0,0
2462742,100007,-49,12.0,3.0,Active,0,0
2299459,100059,-91,2.0,1.0,Active,0,0
1597345,100016,-91,10.0,3.0,Active,0,0
2007057,100009,-6,6.0,2.0,Active,0,0
2227125,100009,-7,6.0,3.0,Active,0,0
1597345,100016,-90,10.0,2.0,Active,0,0
1186888,100008,-83,6.0,6.0,Active,0,0
2314167,100045,-46,16.0,0.0,Completed,0,0
1748547,100062,-6,48.0,44.0,Active,0,0
1515914,100016,-70,12.0,4.0,Active,0,0
2803221,100045,-49,14.0,14.0,Active,0,0
1176822,100018,-54,12.0,12.0,Active,0,0
2662898,100029,-8,6.0,3.0,Active,0,0
1670175,100035,-36,18.0,7.0,Active,0,0
1430602,100011,-71,12.0,0.0,Active,10,0
2088496,100044,-72,24.0,18.0,Active,0,0
2088496,100044,-55,24.0,1.0,Active,0,0
1874778,100056,-53,54.0,36.0,Active,0,0
2088496,100044,-64,24.0,10.0,Active,0,0
2190416,100006,-7,12.0,9.0,Active,0,0
2088496,100044,-58,24.0,4.0,Active,0,0
1885254,100059,-7,48.0,44.0,Active,0,0
